Consumption (kWh), Start, End, Price
0.317, 2023-08-20T22:30+01:00, 2023-08-20T22:30+01:00, 19.404
0.324, 2023-08-20T23:00+01:00, 2023-08-20T23:00+01:00, 21.063
0.329, 2023-08-20T23:30+01:00, 2023-08-20T23:30+01:00, 22.2285
0.629, 2023-08-21T00:00+01:00, 2023-08-21T00:00+01:00, 22.05
0.519, 2023-08-21T00:30+01:00, 2023-08-21T00:30+01:00, 20.5065
0.235, 2023-08-21T01:00+01:00, 2023-08-21T01:00+01:00, 19.2675
0.215, 2023-08-21T01:30+01:00, 2023-08-21T01:30+01:00, 17.9025
0.224, 2023-08-21T02:00+01:00, 2023-08-21T02:00+01:00, 18.7425
0.197, 2023-08-21T02:30+01:00, 2023-08-21T02:30+01:00, 17.997
0.206, 2023-08-21T03:00+01:00, 2023-08-21T03:00+01:00, 17.8395
0.227, 2023-08-21T03:30+01:00, 2023-08-21T03:30+01:00, 17.5665
0.203, 2023-08-21T04:00+01:00, 2023-08-21T04:00+01:00, 18.3435
0.205, 2023-08-21T04:30+01:00, 2023-08-21T04:30+01:00, 17.1255
0.237, 2023-08-21T05:00+01:00, 2023-08-21T05:00+01:00, 20.9475
0.22, 2023-08-21T05:30+01:00, 2023-08-21T05:30+01:00, 22.05
0.237, 2023-08-21T06:00+01:00, 2023-08-21T06:00+01:00, 22.3125
0.234, 2023-08-21T06:30+01:00, 2023-08-21T06:30+01:00, 24.339
0.212, 2023-08-21T07:00+01:00, 2023-08-21T07:00+01:00, 24.36
0.222, 2023-08-21T07:30+01:00, 2023-08-21T07:30+01:00, 29.001
0.226, 2023-08-21T08:00+01:00, 2023-08-21T08:00+01:00, 24.696
0.231, 2023-08-21T08:30+01:00, 2023-08-21T08:30+01:00, 26.817
0.248, 2023-08-21T09:00+01:00, 2023-08-21T09:00+01:00, 23.5935
0.299, 2023-08-21T09:30+01:00, 2023-08-21T09:30+01:00, 21.8715
0.316, 2023-08-21T10:00+01:00, 2023-08-21T10:00+01:00, 20.1075
0.284, 2023-08-21T10:30+01:00, 2023-08-21T10:30+01:00, 17.997
0.284, 2023-08-21T11:00+01:00, 2023-08-21T11:00+01:00, 18.081
0.266, 2023-08-21T11:30+01:00, 2023-08-21T11:30+01:00, 17.241
0.337, 2023-08-21T12:00+01:00, 2023-08-21T12:00+01:00, 19.6245
0.272, 2023-08-21T12:30+01:00, 2023-08-21T12:30+01:00, 16.5375
0.291, 2023-08-21T13:00+01:00, 2023-08-21T13:00+01:00, 18.7005
0.271, 2023-08-21T13:30+01:00, 2023-08-21T13:30+01:00, 15.876
0.335, 2023-08-21T14:00+01:00, 2023-08-21T14:00+01:00, 18.3435
0.469, 2023-08-21T14:30+01:00, 2023-08-21T14:30+01:00, 16.002
0.278, 2023-08-21T15:00+01:00, 2023-08-21T15:00+01:00, 20.286
0.51, 2023-08-21T15:30+01:00, 2023-08-21T15:30+01:00, 20.286
0.453, 2023-08-21T16:00+01:00, 2023-08-21T16:00+01:00, 33.5475
0.316, 2023-08-21T16:30+01:00, 2023-08-21T16:30+01:00, 34.8495
0.364, 2023-08-21T17:00+01:00, 2023-08-21T17:00+01:00, 34.4505
0.324, 2023-08-21T17:30+01:00, 2023-08-21T17:30+01:00, 38.703
0.312, 2023-08-21T18:00+01:00, 2023-08-21T18:00+01:00, 38.619
0.345, 2023-08-21T18:30+01:00, 2023-08-21T18:30+01:00, 38.703
0.329, 2023-08-21T19:00+01:00, 2023-08-21T19:00+01:00, 26.103
0.363, 2023-08-21T19:30+01:00, 2023-08-21T19:30+01:00, 24.696
0.333, 2023-08-21T20:00+01:00, 2023-08-21T20:00+01:00, 26.355
0.322, 2023-08-21T20:30+01:00, 2023-08-21T20:30+01:00, 25.788
0.315, 2023-08-21T21:00+01:00, 2023-08-21T21:00+01:00, 24.696
0.3, 2023-08-21T21:30+01:00, 2023-08-21T21:30+01:00, 20.9265
0.316, 2023-08-21T22:00+01:00, 2023-08-21T22:00+01:00, 17.8815
0.317, 2023-08-21T22:30+01:00, 2023-08-21T22:30+01:00, 8.82
0.311, 2023-08-21T23:00+01:00, 2023-08-21T23:00+01:00, 19.845
0.246, 2023-08-21T23:30+01:00, 2023-08-21T23:30+01:00, 19.1415
0.232, 2023-08-22T00:00+01:00, 2023-08-22T00:00+01:00, 19.047
0.227, 2023-08-22T00:30+01:00, 2023-08-22T00:30+01:00, 18.3645
0.216, 2023-08-22T01:00+01:00, 2023-08-22T01:00+01:00, 17.9235
0.223, 2023-08-22T01:30+01:00, 2023-08-22T01:30+01:00, 17.283
0.205, 2023-08-22T02:00+01:00, 2023-08-22T02:00+01:00, 16.9785
0.226, 2023-08-22T02:30+01:00, 2023-08-22T02:30+01:00, 16.9785
0.224, 2023-08-22T03:00+01:00, 2023-08-22T03:00+01:00, 15.435
0.207, 2023-08-22T03:30+01:00, 2023-08-22T03:30+01:00, 15.435
0.217, 2023-08-22T04:00+01:00, 2023-08-22T04:00+01:00, 17.9025
0.221, 2023-08-22T04:30+01:00, 2023-08-22T04:30+01:00, 17.9025
0.235, 2023-08-22T05:00+01:00, 2023-08-22T05:00+01:00, 19.761
0.226, 2023-08-22T05:30+01:00, 2023-08-22T05:30+01:00, 19.95
0.261, 2023-08-22T06:00+01:00, 2023-08-22T06:00+01:00, 21.126
0.205, 2023-08-22T06:30+01:00, 2023-08-22T06:30+01:00, 22.071
0.355, 2023-08-22T07:00+01:00, 2023-08-22T07:00+01:00, 22.827
0.37, 2023-08-22T07:30+01:00, 2023-08-22T07:30+01:00, 26.46
0.294, 2023-08-22T08:00+01:00, 2023-08-22T08:00+01:00, 22.071
0.336, 2023-08-22T08:30+01:00, 2023-08-22T08:30+01:00, 22.449
0.313, 2023-08-22T09:00+01:00, 2023-08-22T09:00+01:00, 21.525
0.331, 2023-08-22T09:30+01:00, 2023-08-22T09:30+01:00, 20.0865
0.353, 2023-08-22T10:00+01:00, 2023-08-22T10:00+01:00, 19.404
0.371, 2023-08-22T10:30+01:00, 2023-08-22T10:30+01:00, 18.7635
0.31, 2023-08-22T11:00+01:00, 2023-08-22T11:00+01:00, 18.9735
0.446, 2023-08-22T11:30+01:00, 2023-08-22T11:30+01:00, 18.732
0.462, 2023-08-22T12:00+01:00, 2023-08-22T12:00+01:00, 18.081
0.358, 2023-08-22T12:30+01:00, 2023-08-22T12:30+01:00, 17.9025
0.314, 2023-08-22T13:00+01:00, 2023-08-22T13:00+01:00, 18.081
0.788, 2023-08-22T13:30+01:00, 2023-08-22T13:30+01:00, 17.997
0.309, 2023-08-22T14:00+01:00, 2023-08-22T14:00+01:00, 17.976
0.376, 2023-08-22T14:30+01:00, 2023-08-22T14:30+01:00, 17.745
0.491, 2023-08-22T15:00+01:00, 2023-08-22T15:00+01:00, 18.081
0.508, 2023-08-22T15:30+01:00, 2023-08-22T15:30+01:00, 18.081
0.357, 2023-08-22T16:00+01:00, 2023-08-22T16:00+01:00, 32.6025
0.282, 2023-08-22T16:30+01:00, 2023-08-22T16:30+01:00, 32.2245
0.435, 2023-08-22T17:00+01:00, 2023-08-22T17:00+01:00, 37.9995
0.339, 2023-08-22T17:30+01:00, 2023-08-22T17:30+01:00, 40.824
0.358, 2023-08-22T18:00+01:00, 2023-08-22T18:00+01:00, 45.15
0.373, 2023-08-22T18:30+01:00, 2023-08-22T18:30+01:00, 45.78
0.381, 2023-08-22T19:00+01:00, 2023-08-22T19:00+01:00, 33.957
0.325, 2023-08-22T19:30+01:00, 2023-08-22T19:30+01:00, 33.075
0.36, 2023-08-22T20:00+01:00, 2023-08-22T20:00+01:00, 32.4135
0.371, 2023-08-22T20:30+01:00, 2023-08-22T20:30+01:00, 33.2115
0.378, 2023-08-22T21:00+01:00, 2023-08-22T21:00+01:00, 30.87
0.358, 2023-08-22T21:30+01:00, 2023-08-22T21:30+01:00, 27.5625
0.371, 2023-08-22T22:00+01:00, 2023-08-22T22:00+01:00, 27.1635
0.364, 2023-08-22T22:30+01:00, 2023-08-22T22:30+01:00, 23.9715
0.284, 2023-08-22T23:00+01:00, 2023-08-22T23:00+01:00, 26.817
0.247, 2023-08-22T23:30+01:00, 2023-08-22T23:30+01:00, 23.016
0.25, 2023-08-23T00:00+01:00, 2023-08-23T00:00+01:00, 22.932
0.257, 2023-08-23T00:30+01:00, 2023-08-23T00:30+01:00, 21.8085
0.244, 2023-08-23T01:00+01:00, 2023-08-23T01:00+01:00, 21.588
0.235, 2023-08-23T01:30+01:00, 2023-08-23T01:30+01:00, 21.525
0.465, 2023-08-23T02:00+01:00, 2023-08-23T02:00+01:00, 21.609
0.633, 2023-08-23T02:30+01:00, 2023-08-23T02:30+01:00, 20.811
0.297, 2023-08-23T03:00+01:00, 2023-08-23T03:00+01:00, 19.5405
0.26, 2023-08-23T03:30+01:00, 2023-08-23T03:30+01:00, 19.404
0.247, 2023-08-23T04:00+01:00, 2023-08-23T04:00+01:00, 19.824
0.251, 2023-08-23T04:30+01:00, 2023-08-23T04:30+01:00, 19.824
0.267, 2023-08-23T05:00+01:00, 2023-08-23T05:00+01:00, 21.525
0.25, 2023-08-23T05:30+01:00, 2023-08-23T05:30+01:00, 22.6485
0.286, 2023-08-23T06:00+01:00, 2023-08-23T06:00+01:00, 27.363
0.248, 2023-08-23T06:30+01:00, 2023-08-23T06:30+01:00, 32.676
0.255, 2023-08-23T07:00+01:00, 2023-08-23T07:00+01:00, 27.0375
0.335, 2023-08-23T07:30+01:00, 2023-08-23T07:30+01:00, 32.571
0.339, 2023-08-23T08:00+01:00, 2023-08-23T08:00+01:00, 26.2185
0.314, 2023-08-23T08:30+01:00, 2023-08-23T08:30+01:00, 28.8015
0.365, 2023-08-23T09:00+01:00, 2023-08-23T09:00+01:00, 25.7565
0.334, 2023-08-23T09:30+01:00, 2023-08-23T09:30+01:00, 24.297
0.314, 2023-08-23T10:00+01:00, 2023-08-23T10:00+01:00, 25.137
0.347, 2023-08-23T10:30+01:00, 2023-08-23T10:30+01:00, 21.8715
0.332, 2023-08-23T11:00+01:00, 2023-08-23T11:00+01:00, 22.575
0.646, 2023-08-23T11:30+01:00, 2023-08-23T11:30+01:00, 20.727
0.34, 2023-08-23T12:00+01:00, 2023-08-23T12:00+01:00, 22.575
0.643, 2023-08-23T12:30+01:00, 2023-08-23T12:30+01:00, 20.811
0.38, 2023-08-23T13:00+01:00, 2023-08-23T13:00+01:00, 22.575
0.329, 2023-08-23T13:30+01:00, 2023-08-23T13:30+01:00, 20.1075
0.296, 2023-08-23T14:00+01:00, 2023-08-23T14:00+01:00, 22.05
0.293, 2023-08-23T14:30+01:00, 2023-08-23T14:30+01:00, 21.8295
0.273, 2023-08-23T15:00+01:00, 2023-08-23T15:00+01:00, 24.339
0.497, 2023-08-23T15:30+01:00, 2023-08-23T15:30+01:00, 24.8325
0.659, 2023-08-23T16:00+01:00, 2023-08-23T16:00+01:00, 39.144
0.323, 2023-08-23T16:30+01:00, 2023-08-23T16:30+01:00, 45.171
0.334, 2023-08-23T17:00+01:00, 2023-08-23T17:00+01:00, 50.043
0.316, 2023-08-23T17:30+01:00, 2023-08-23T17:30+01:00, 62.475
0.33, 2023-08-23T18:00+01:00, 2023-08-23T18:00+01:00, 65.961
0.35, 2023-08-23T18:30+01:00, 2023-08-23T18:30+01:00, 65.52
0.343, 2023-08-23T19:00+01:00, 2023-08-23T19:00+01:00, 48.069
0.314, 2023-08-23T19:30+01:00, 2023-08-23T19:30+01:00, 45.2025
0.333, 2023-08-23T20:00+01:00, 2023-08-23T20:00+01:00, 49.287
0.382, 2023-08-23T20:30+01:00, 2023-08-23T20:30+01:00, 50.841
0.324, 2023-08-23T21:00+01:00, 2023-08-23T21:00+01:00, 32.8125
0.328, 2023-08-23T21:30+01:00, 2023-08-23T21:30+01:00, 27.867
0.316, 2023-08-23T22:00+01:00, 2023-08-23T22:00+01:00, 27.1635
0.266, 2023-08-23T22:30+01:00, 2023-08-23T22:30+01:00, 24.171
0.251, 2023-08-23T23:00+01:00, 2023-08-23T23:00+01:00, 25.3995
0.226, 2023-08-23T23:30+01:00, 2023-08-23T23:30+01:00, 20.0655
0.229, 2023-08-24T00:00+01:00, 2023-08-24T00:00+01:00, 22.911
0.238, 2023-08-24T00:30+01:00, 2023-08-24T00:30+01:00, 19.488
0.229, 2023-08-24T01:00+01:00, 2023-08-24T01:00+01:00, 19.8975
0.224, 2023-08-24T01:30+01:00, 2023-08-24T01:30+01:00, 19.404
0.55, 2023-08-24T02:00+01:00, 2023-08-24T02:00+01:00, 20.37
0.521, 2023-08-24T02:30+01:00, 2023-08-24T02:30+01:00, 18.984
0.406, 2023-08-24T03:00+01:00, 2023-08-24T03:00+01:00, 17.4195
0.224, 2023-08-24T03:30+01:00, 2023-08-24T03:30+01:00, 17.64
0.236, 2023-08-24T04:00+01:00, 2023-08-24T04:00+01:00, 17.745
0.211, 2023-08-24T04:30+01:00, 2023-08-24T04:30+01:00, 16.653
0.259, 2023-08-24T05:00+01:00, 2023-08-24T05:00+01:00, 18.963
0.239, 2023-08-24T05:30+01:00, 2023-08-24T05:30+01:00, 18.3015
0.267, 2023-08-24T06:00+01:00, 2023-08-24T06:00+01:00, 22.2285
0.337, 2023-08-24T06:30+01:00, 2023-08-24T06:30+01:00, 25.0005
0.296, 2023-08-24T07:00+01:00, 2023-08-24T07:00+01:00, 23.289
0.294, 2023-08-24T07:30+01:00, 2023-08-24T07:30+01:00, 29.19
0.322, 2023-08-24T08:00+01:00, 2023-08-24T08:00+01:00, 24.4755
0.306, 2023-08-24T08:30+01:00, 2023-08-24T08:30+01:00, 26.355
0.289, 2023-08-24T09:00+01:00, 2023-08-24T09:00+01:00, 25.3995
0.342, 2023-08-24T09:30+01:00, 2023-08-24T09:30+01:00, 24.0135
0.309, 2023-08-24T10:00+01:00, 2023-08-24T10:00+01:00, 23.1315
0.322, 2023-08-24T10:30+01:00, 2023-08-24T10:30+01:00, 22.869
0.335, 2023-08-24T11:00+01:00, 2023-08-24T11:00+01:00, 23.016
0.365, 2023-08-24T11:30+01:00, 2023-08-24T11:30+01:00, 22.2285
0.294, 2023-08-24T12:00+01:00, 2023-08-24T12:00+01:00, 23.037
0.312, 2023-08-24T12:30+01:00, 2023-08-24T12:30+01:00, 21.8295
0.336, 2023-08-24T13:00+01:00, 2023-08-24T13:00+01:00, 22.491
0.438, 2023-08-24T13:30+01:00, 2023-08-24T13:30+01:00, 21.3885
0.297, 2023-08-24T14:00+01:00, 2023-08-24T14:00+01:00, 22.491
0.308, 2023-08-24T14:30+01:00, 2023-08-24T14:30+01:00, 21.8085
0.245, 2023-08-24T15:00+01:00, 2023-08-24T15:00+01:00, 22.386
0.259, 2023-08-24T15:30+01:00, 2023-08-24T15:30+01:00, 23.1735
0.239, 2023-08-24T16:00+01:00, 2023-08-24T16:00+01:00, 39.564
0.272, 2023-08-24T16:30+01:00, 2023-08-24T16:30+01:00, 41.9895
0.403, 2023-08-24T17:00+01:00, 2023-08-24T17:00+01:00, 48.5415
0.468, 2023-08-24T17:30+01:00, 2023-08-24T17:30+01:00, 55.377
0.317, 2023-08-24T18:00+01:00, 2023-08-24T18:00+01:00, 62.2125
0.322, 2023-08-24T18:30+01:00, 2023-08-24T18:30+01:00, 59.5245
0.304, 2023-08-24T19:00+01:00, 2023-08-24T19:00+01:00, 46.305
0.317, 2023-08-24T19:30+01:00, 2023-08-24T19:30+01:00, 44.6775
0.454, 2023-08-24T20:00+01:00, 2023-08-24T20:00+01:00, 35.1225
0.275, 2023-08-24T20:30+01:00, 2023-08-24T20:30+01:00, 34.881
0.318, 2023-08-24T21:00+01:00, 2023-08-24T21:00+01:00, 30.387
0.318, 2023-08-24T21:30+01:00, 2023-08-24T21:30+01:00, 26.019
0.304, 2023-08-24T22:00+01:00, 2023-08-24T22:00+01:00, 24.339
0.311, 2023-08-24T22:30+01:00, 2023-08-24T22:30+01:00, 18.48
0.307, 2023-08-24T23:00+01:00, 2023-08-24T23:00+01:00, 19.7085
0.257, 2023-08-24T23:30+01:00, 2023-08-24T23:30+01:00, 15.834
0.211, 2023-08-25T00:00+01:00, 2023-08-25T00:00+01:00, 18.06
0.228, 2023-08-25T00:30+01:00, 2023-08-25T00:30+01:00, 16.5585
0.205, 2023-08-25T01:00+01:00, 2023-08-25T01:00+01:00, 17.703
0.222, 2023-08-25T01:30+01:00, 2023-08-25T01:30+01:00, 17.535
0.219, 2023-08-25T02:00+01:00, 2023-08-25T02:00+01:00, 17.7975
0.207, 2023-08-25T02:30+01:00, 2023-08-25T02:30+01:00, 17.283
0.215, 2023-08-25T03:00+01:00, 2023-08-25T03:00+01:00, 16.5585
0.224, 2023-08-25T03:30+01:00, 2023-08-25T03:30+01:00, 16.5375
0.207, 2023-08-25T04:00+01:00, 2023-08-25T04:00+01:00, 16.5165
0.209, 2023-08-25T04:30+01:00, 2023-08-25T04:30+01:00, 16.0965
0.238, 2023-08-25T05:00+01:00, 2023-08-25T05:00+01:00, 15.834
0.204, 2023-08-25T05:30+01:00, 2023-08-25T05:30+01:00, 19.1625
0.215, 2023-08-25T06:00+01:00, 2023-08-25T06:00+01:00, 19.6245
0.222, 2023-08-25T06:30+01:00, 2023-08-25T06:30+01:00, 24.339
0.322, 2023-08-25T07:00+01:00, 2023-08-25T07:00+01:00, 20.811
0.2, 2023-08-25T07:30+01:00, 2023-08-25T07:30+01:00, 25.7565
0.207, 2023-08-25T08:00+01:00, 2023-08-25T08:00+01:00, 23.268
0.267, 2023-08-25T08:30+01:00, 2023-08-25T08:30+01:00, 24.4125
0.23, 2023-08-25T09:00+01:00, 2023-08-25T09:00+01:00, 22.2705
0.26, 2023-08-25T09:30+01:00, 2023-08-25T09:30+01:00, 21.231
0.286, 2023-08-25T10:00+01:00, 2023-08-25T10:00+01:00, 21.168
0.325, 2023-08-25T10:30+01:00, 2023-08-25T10:30+01:00, 20.286
0.219, 2023-08-25T11:00+01:00, 2023-08-25T11:00+01:00, 20.4645
0.258, 2023-08-25T11:30+01:00, 2023-08-25T11:30+01:00, 19.488
0.246, 2023-08-25T12:00+01:00, 2023-08-25T12:00+01:00, 20.706
1.309, 2023-08-25T12:30+01:00, 2023-08-25T12:30+01:00, 18.963
0.667, 2023-08-25T13:00+01:00, 2023-08-25T13:00+01:00, 18.879
0.569, 2023-08-25T13:30+01:00, 2023-08-25T13:30+01:00, 18.144
0.364, 2023-08-25T14:00+01:00, 2023-08-25T14:00+01:00, 18.459
0.4, 2023-08-25T14:30+01:00, 2023-08-25T14:30+01:00, 17.745
0.253, 2023-08-25T15:00+01:00, 2023-08-25T15:00+01:00, 16.9785
0.289, 2023-08-25T15:30+01:00, 2023-08-25T15:30+01:00, 17.22
0.5, 2023-08-25T16:00+01:00, 2023-08-25T16:00+01:00, 28.434
0.345, 2023-08-25T16:30+01:00, 2023-08-25T16:30+01:00, 31.8045
0.32, 2023-08-25T17:00+01:00, 2023-08-25T17:00+01:00, 31.122
0.341, 2023-08-25T17:30+01:00, 2023-08-25T17:30+01:00, 35.091
0.31, 2023-08-25T18:00+01:00, 2023-08-25T18:00+01:00, 39.06
0.299, 2023-08-25T18:30+01:00, 2023-08-25T18:30+01:00, 38.178
0.753, 2023-08-25T19:00+01:00, 2023-08-25T19:00+01:00, 27.1425
0.314, 2023-08-25T19:30+01:00, 2023-08-25T19:30+01:00, 26.6805
0.321, 2023-08-25T20:00+01:00, 2023-08-25T20:00+01:00, 25.956
0.333, 2023-08-25T20:30+01:00, 2023-08-25T20:30+01:00, 26.019
0.334, 2023-08-25T21:00+01:00, 2023-08-25T21:00+01:00, 24.906
0.298, 2023-08-25T21:30+01:00, 2023-08-25T21:30+01:00, 21.168
0.291, 2023-08-25T22:00+01:00, 2023-08-25T22:00+01:00, 20.8845
0.314, 2023-08-25T22:30+01:00, 2023-08-25T22:30+01:00, 17.724
0.242, 2023-08-25T23:00+01:00, 2023-08-25T23:00+01:00, 21.126
0.22, 2023-08-25T23:30+01:00, 2023-08-25T23:30+01:00, 21.189
0.196, 2023-08-26T00:00+01:00, 2023-08-26T00:00+01:00, 17.64
0.24, 2023-08-26T00:30+01:00, 2023-08-26T00:30+01:00, 19.425
0.199, 2023-08-26T01:00+01:00, 2023-08-26T01:00+01:00, 18.417
0.21, 2023-08-26T01:30+01:00, 2023-08-26T01:30+01:00, 18.417
0.207, 2023-08-26T02:00+01:00, 2023-08-26T02:00+01:00, 18.2175
0.217, 2023-08-26T02:30+01:00, 2023-08-26T02:30+01:00, 17.64
0.201, 2023-08-26T03:00+01:00, 2023-08-26T03:00+01:00, 17.199
0.208, 2023-08-26T03:30+01:00, 2023-08-26T03:30+01:00, 16.6005
0.22, 2023-08-26T04:00+01:00, 2023-08-26T04:00+01:00, 17.199
0.216, 2023-08-26T04:30+01:00, 2023-08-26T04:30+01:00, 16.863
0.201, 2023-08-26T05:00+01:00, 2023-08-26T05:00+01:00, 17.556
0.199, 2023-08-26T05:30+01:00, 2023-08-26T05:30+01:00, 17.8605
0.287, 2023-08-26T06:00+01:00, 2023-08-26T06:00+01:00, 18.543
0.23, 2023-08-26T06:30+01:00, 2023-08-26T06:30+01:00, 20.9265
0.318, 2023-08-26T07:00+01:00, 2023-08-26T07:00+01:00, 16.758
0.332, 2023-08-26T07:30+01:00, 2023-08-26T07:30+01:00, 20.391
0.36, 2023-08-26T08:00+01:00, 2023-08-26T08:00+01:00, 18.165
0.33, 2023-08-26T08:30+01:00, 2023-08-26T08:30+01:00, 19.866
0.656, 2023-08-26T09:00+01:00, 2023-08-26T09:00+01:00, 17.3355
0.563, 2023-08-26T09:30+01:00, 2023-08-26T09:30+01:00, 17.556
0.475, 2023-08-26T10:00+01:00, 2023-08-26T10:00+01:00, 15.876
0.39, 2023-08-26T10:30+01:00, 2023-08-26T10:30+01:00, 15.876
0.409, 2023-08-26T11:00+01:00, 2023-08-26T11:00+01:00, 16.674
0.741, 2023-08-26T11:30+01:00, 2023-08-26T11:30+01:00, 16.401
0.295, 2023-08-26T12:00+01:00, 2023-08-26T12:00+01:00, 16.5795
0.254, 2023-08-26T12:30+01:00, 2023-08-26T12:30+01:00, 16.317
0.275, 2023-08-26T13:00+01:00, 2023-08-26T13:00+01:00, 17.64
0.319, 2023-08-26T13:30+01:00, 2023-08-26T13:30+01:00, 16.317
0.311, 2023-08-26T14:00+01:00, 2023-08-26T14:00+01:00, 17.9025
0.504, 2023-08-26T14:30+01:00, 2023-08-26T14:30+01:00, 15.6975
0.866, 2023-08-26T15:00+01:00, 2023-08-26T15:00+01:00, 16.758
0.564, 2023-08-26T15:30+01:00, 2023-08-26T15:30+01:00, 16.5795
0.71, 2023-08-26T16:00+01:00, 2023-08-26T16:00+01:00, 30.24
0.628, 2023-08-26T16:30+01:00, 2023-08-26T16:30+01:00, 30.24
0.753, 2023-08-26T17:00+01:00, 2023-08-26T17:00+01:00, 32.6865
0.28, 2023-08-26T17:30+01:00, 2023-08-26T17:30+01:00, 33.684
0.298, 2023-08-26T18:00+01:00, 2023-08-26T18:00+01:00, 34.692
0.338, 2023-08-26T18:30+01:00, 2023-08-26T18:30+01:00, 35.427
0.285, 2023-08-26T19:00+01:00, 2023-08-26T19:00+01:00, 23.373
0.295, 2023-08-26T19:30+01:00, 2023-08-26T19:30+01:00, 22.932
0.304, 2023-08-26T20:00+01:00, 2023-08-26T20:00+01:00, 23.415
0.274, 2023-08-26T20:30+01:00, 2023-08-26T20:30+01:00, 23.5935
0.273, 2023-08-26T21:00+01:00, 2023-08-26T21:00+01:00, 26.397
0.256, 2023-08-26T21:30+01:00, 2023-08-26T21:30+01:00, 23.0895
0.291, 2023-08-26T22:00+01:00, 2023-08-26T22:00+01:00, 23.5935
0.267, 2023-08-26T22:30+01:00, 2023-08-26T22:30+01:00, 21.4095
0.256, 2023-08-26T23:00+01:00, 2023-08-26T23:00+01:00, 20.328
0.206, 2023-08-26T23:30+01:00, 2023-08-26T23:30+01:00, 18.3435
null, 2023-08-27T00:00+01:00, 2023-08-27T00:00+01:00, 19.446
null, 2023-08-27T00:30+01:00, 2023-08-27T00:30+01:00, 19.425
null, 2023-08-27T01:00+01:00, 2023-08-27T01:00+01:00, 17.9445
null, 2023-08-27T01:30+01:00, 2023-08-27T01:30+01:00, 19.005
null, 2023-08-27T02:00+01:00, 2023-08-27T02:00+01:00, 18.7845
null, 2023-08-27T02:30+01:00, 2023-08-27T02:30+01:00, 18.2805
null, 2023-08-27T03:00+01:00, 2023-08-27T03:00+01:00, 16.1175
null, 2023-08-27T03:30+01:00, 2023-08-27T03:30+01:00, 15.519
null, 2023-08-27T04:00+01:00, 2023-08-27T04:00+01:00, 16.863
null, 2023-08-27T04:30+01:00, 2023-08-27T04:30+01:00, 16.275
null, 2023-08-27T05:00+01:00, 2023-08-27T05:00+01:00, 16.317
null, 2023-08-27T05:30+01:00, 2023-08-27T05:30+01:00, 16.317
null, 2023-08-27T06:00+01:00, 2023-08-27T06:00+01:00, 16.0965
null, 2023-08-27T06:30+01:00, 2023-08-27T06:30+01:00, 17.997
null, 2023-08-27T07:00+01:00, 2023-08-27T07:00+01:00, 14.994
null, 2023-08-27T07:30+01:00, 2023-08-27T07:30+01:00, 20.286
null, 2023-08-27T08:00+01:00, 2023-08-27T08:00+01:00, 15.2145
null, 2023-08-27T08:30+01:00, 2023-08-27T08:30+01:00, 18.3015
null, 2023-08-27T09:00+01:00, 2023-08-27T09:00+01:00, 17.4195
null, 2023-08-27T09:30+01:00, 2023-08-27T09:30+01:00, 16.317
null, 2023-08-27T10:00+01:00, 2023-08-27T10:00+01:00, 18.186
null, 2023-08-27T10:30+01:00, 2023-08-27T10:30+01:00, 17.3985
null, 2023-08-27T11:00+01:00, 2023-08-27T11:00+01:00, 17.64
null, 2023-08-27T11:30+01:00, 2023-08-27T11:30+01:00, 17.64
null, 2023-08-27T12:00+01:00, 2023-08-27T12:00+01:00, 16.842
null, 2023-08-27T12:30+01:00, 2023-08-27T12:30+01:00, 16.233
null, 2023-08-27T13:00+01:00, 2023-08-27T13:00+01:00, 16.317
null, 2023-08-27T13:30+01:00, 2023-08-27T13:30+01:00, 15.2145
null, 2023-08-27T14:00+01:00, 2023-08-27T14:00+01:00, 15.036
null, 2023-08-27T14:30+01:00, 2023-08-27T14:30+01:00, 14.553
null, 2023-08-27T15:00+01:00, 2023-08-27T15:00+01:00, 15.876
null, 2023-08-27T15:30+01:00, 2023-08-27T15:30+01:00, 16.0335
null, 2023-08-27T16:00+01:00, 2023-08-27T16:00+01:00, 30.24
null, 2023-08-27T16:30+01:00, 2023-08-27T16:30+01:00, 31.206
null, 2023-08-27T17:00+01:00, 2023-08-27T17:00+01:00, 29.379
null, 2023-08-27T17:30+01:00, 2023-08-27T17:30+01:00, 32.7075
null, 2023-08-27T18:00+01:00, 2023-08-27T18:00+01:00, 35.07
null, 2023-08-27T18:30+01:00, 2023-08-27T18:30+01:00, 35.6895
null, 2023-08-27T19:00+01:00, 2023-08-27T19:00+01:00, 23.9505
null, 2023-08-27T19:30+01:00, 2023-08-27T19:30+01:00, 24.171
null, 2023-08-27T20:00+01:00, 2023-08-27T20:00+01:00, 24.696
null, 2023-08-27T20:30+01:00, 2023-08-27T20:30+01:00, 23.856
null, 2023-08-27T21:00+01:00, 2023-08-27T21:00+01:00, 26.103
null, 2023-08-27T21:30+01:00, 2023-08-27T21:30+01:00, 22.7955
null, 2023-08-27T22:00+01:00, 2023-08-27T22:00+01:00, 22.575
null, 2023-08-27T22:30+01:00, 2023-08-27T22:30+01:00, 18.9
